Column 1	Column 3
Daisey      	89.270 
Dahlia      	89.271 
Dagmar      	89.272 
Cristie     	89.273 
Cristen     	89.274 
Crista      	89.275 
Crissy      	89.276 
Criselda    	89.277 
Corliss     	89.278 
Corie       	89.279 
Coretta     	89.280 
Coreen      	89.281 
Cordie      	89.282 
Consuela    	89.283 
Conchita    	89.284 
Collen      	89.285 
Coletta     	89.286 
Clotilde    	89.287 
Cleora      	89.288 
Cleopatra   	89.289 
Clemmie     	89.290 
Clementina  	89.291 
Clarita     	89.292 
Clarine     	89.293 
Ciera       	89.294 
Cicely      	89.295 
Christena   	89.296 
Christeen   	89.297 
Chin        	89.298 
Cheryll     	89.299 
Cherryl     	89.300 
Cherish     	89.301 
Chaya       	89.302 
Chau        	89.303 
Charise     	89.304 
Chantell    	89.305 
Chante      	89.306 
Celine      	89.307 
Celestina   	89.308 
Celena      	89.309 
Cecila      	89.310 
Cathey      	89.311 
Caterina    	89.312 
Catarina    	89.313 
Casie       	89.314 
Carolyne    	89.315 
Carmon      	89.316 
Carmelina   	89.317 
Carline     	89.318 
Carlie      	89.319 
Carley      	89.320 
Carletta    	89.321 
Carisa      	89.322 
Carie       	89.323 
Caprice     	89.324 
Candyce     	89.325 
Candie      	89.326 
Cammie      	89.327 
Camelia     	89.328 
Brynn       	89.329 
Brunilda    	89.330 
Bronwyn     	89.331 
Brittni     	89.332 
Britni      	89.333 
Britany     	89.334 
Brinda      	89.335 
Brigida     	89.336 
Brigid      	89.337 
Branda      	89.338 
Blythe      	89.339 
Birgit      	89.340 
Billye      	89.341 
Beverlee    	89.342 
Bev         	89.343 
Betsey      	89.344 
Bethel      	89.345 
Bethann     	89.346 
Bernetta    	89.347 
Berneice    	89.348 
Belia       	89.349 
Beckie      	89.350 
Barbera     	89.351 
Barbar      	89.352 
Babette     	89.353 
Babara      	89.354 
Azucena     	89.355 
Ayanna      	89.356 
Ayana       	89.357 
Avelina     	89.358 
Aundrea     	89.359 
Augustina   	89.360 
Audrea      	89.361 
Audie       	89.362 
Asuncion    	89.363 
Assunta     	89.364 
Ashlyn      	89.365 
Ashli       	89.366 
Arvilla     	89.367 
Arnita      	89.368 
Arnetta     	89.369 
Arminda     	89.370 
Armanda     	89.371 
Arletta     	89.372 
Arlena      	89.373 
Arla        	89.374 
Arie        	89.375 
Arianna     	89.376 
Ariane      	89.377 
Ardella     	89.378 
Ardell      	89.379 
Aracelis    	89.380 
Apryl       	89.381 
Anya        	89.382 
Antonietta  	89.383 
Annis       	89.384 
Annice      	89.385 
Annett      	89.386 
Annamae     	89.387 
Annalisa    	89.388 
Annalee     	89.389 
Annabell    	89.390 
Anjanette   	89.391 
Angle       	89.392 
Angelika    	89.393 
Angelic     	89.394 
Angeles     	89.395 
Angelena    	89.396 
Angele      	89.397 
Anette      	89.398 
Andree      	89.399 
Ammie       	89.400 
Amina       	89.401 
Alysha      	89.402 
Alyse       	89.403 
Alvera      	89.404 
Altha       	89.405 
Almeta      	89.406 
Alline      	89.407 
Allegra     	89.408 
Alla        	89.409 
Aliza       	89.410 
Alix        	89.411 
Alisia      	89.412 
Alishia     	89.413 
Alise       	89.414 
Alica       	89.415 
Alia        	89.416 
Alethia     	89.417 
Alejandrina 	89.418 
Aleida      	89.419 
Albertina   	89.420 
Akiko       	89.421 
Adriene     	89.422 
Adaline     	89.423 
Zonia       	89.424 
Zetta       	89.424 
Zenia       	89.425 
Zana        	89.425 
Zada        	89.426 
Yvone       	89.426 
Yuriko      	89.427 
Yuri        	89.427 
Yuonne      	89.428 
Yung        	89.428 
Yulanda     	89.429 
Yuki        	89.429 
Yuk         	89.430 
Yuette      	89.430 
Youlanda    	89.431 
Yoshie      	89.431 
Yon         	89.432 
Yevette     	89.432 
Yessenia    	89.433 
Yer         	89.433 
Yelena      	89.434 
Yasuko      	89.434 
Yasmine     	89.435 
Yajaira     	89.435 
Yahaira     	89.436 
Yael        	89.436 
Yaeko       	89.437 
Xuan        	89.437 
Xochitl     	89.438 
Xiao        	89.438 
Xenia       	89.439 
Wynell      	89.439 
Winter      	89.440 
Willow      	89.440 
Willodean   	89.441 
Williemae   	89.441 
Willetta    	89.442 
Willena     	89.442 
Wilhemina   	89.443 
Whitley     	89.443 
Wenona      	89.444 
Wendolyn    	89.444 
Wendie      	89.445 
Wen         	89.445 
Wava        	89.446 
Wanetta     	89.446 
Waneta      	89.447 
Wan         	89.447 
Voncile     	89.448 
Virgen      	89.448 
Vinita      	89.449 
Viki        	89.449 
Victorina   	89.450 
Vi          	89.450 
Vertie      	89.451 
Veronique   	89.451 
Veronika    	89.452 
Vernia      	89.452 
Verline     	89.453 
Vennie      	89.453 
Venetta     	89.454 
Vasiliki    	89.454 
Vashti      	89.455 
Vannesa     	89.455 
Vanna       	89.456 
Vania       	89.456 
Vanetta     	89.457 
Valrie      	89.457 
Valeri      	89.458 
Valene      	89.458 
Ute         	89.459 
Un          	89.459 
Ulrike      	89.460 
Ula         	89.460 
Tynisha     	89.461 
Tyisha      	89.461 
Twanna      	89.462 
Twanda      	89.462 
Tula        	89.463 
Tu          	89.463 
Trinh       	89.464 
Treena      	89.464 
Treasa      	89.465 
Tran        	89.465 
Tova        	89.466 
Toshia      	89.466 
Torrie      	89.467 
Torri       	89.467 
Torie       	89.468 
Tora        	89.468 
Tonita      	89.469 
Tonisha     	89.469 
Tonette     	89.470 
Tona        	89.470 
Tommye      	89.471 
Tomiko      	89.471 
Tomi        	89.472 
Toi         	89.472 
Toccara     	89.473 
Tobie       	89.473 
Tobi        	89.474 
Tish        	89.474 
Tisa        	89.475 
Tinisha     	89.475 
Timika      	89.476 
Tilda       	89.476 
Tijuana     	89.477 
Tiffaney    	89.477 
Tifany      	89.478 
Tiera       	89.478 
Tien        	89.479 
Thora       	89.479 
Thomasena   	89.480 
Thi         	89.480 
Theressa    	89.481 
Terrilyn    	89.481 
Terisa      	89.482 
Terina      	89.482 
Terica      	89.483 
Teresia     	89.483 
Teofila     	89.484 
Tenesha     	89.484 
Temple      	89.485 
Tempie      	89.485 
Temika      	89.486 
Telma       	89.486 
Teisha      	89.487 
Tegan       	89.487 
Tayna       	89.488 
Tawna       	89.488 
Taunya      	89.489 
Tatyana     	89.489 
Tatum       	89.490 
Tasia       	89.490 
Tashina     	89.491 
Tarra       	89.491 
Tari        	89.492 
Taren       	89.492 
Taneka      	89.493 
Tandy       	89.493 
Tandra      	89.494 
Tammera     	89.494 
Tamisha     	89.495 
Tambra      	89.495 
Tama        	89.496 
Takako      	89.496 
Tajuana     	89.497 
Taisha      	89.497 
Taina       	89.498 
Tai         	89.498 
Ta          	89.499 
Sylvie      	89.499 
Svetlana    	89.500 
Suzi        	89.500 
Susy        	89.501 
Sunni       	89.501 
Sunday      	89.502 
Sumiko      	89.502 
Sulema      	89.503 
Suanne      	89.503 
Stephnie    	89.504 
Stephania   	89.504 
Stepanie    	89.505 
Stefany     	89.505 
Stasia      	89.506 
Stacee      	89.506 
Sparkle     	89.507 
Sona        	89.507 
Somer       	89.508 
Soila       	89.508 
Sixta       	89.509 
Siu         	89.509 
Sirena      	89.510 
Sina        	89.510 
Simonne     	89.511 
Sima        	89.511 
Shyla       	89.512 
Shonta      	89.512 
Shondra     	89.513 
Shizuko     	89.513 
Shizue      	89.514 
Shirl       	89.514 
Shirely     	89.515 
Shin        	89.515 
Shiloh      	89.516 
Shila       	89.516 
Sheryll     	89.517 
Sherril     	89.517 
Sherlene    	89.518 
Sherise     	89.518 
Sherill     	89.519 
Sherika     	89.519 
Sheridan    	89.520 
Sherice     	89.520 
Sherell     	89.521 
Shera       	89.521 
Shenna      	89.522 
Shenika     	89.522 
Shemeka     	89.523 
Shella      	89.523 
Sheba       	89.524 
Shawnta     	89.524 
Shawanna    	89.525 
Shavonda    	89.525 
Shaunte     	89.526 
Shaunta     	89.526 
Shaunda     	89.527 
Sharri      	89.527 
Sharolyn    	89.528 
Sharmaine   	89.528 
Sharilyn    	89.529 
Sharika     	89.529 
Sharie      	89.530 
Sharice     	89.530 
Sharell     	89.531 
Sharda      	89.531 
Sharan      	89.532 
Shaquita    	89.532 
Shaquana    	89.533 
Shanti      	89.533 
Shantelle   	89.534 
Shantay     	89.534 
Shantae     	89.535 
Shaniqua    	89.535 
Shanel      	89.536 
Shandi      	89.536 
Shanae      	89.537 
Shan        	89.537 
Shalon      	89.538 
Shalanda    	89.538 
Shala       	89.539 
Shakita     	89.539 
Shakia      	89.540 
Shae        	89.540 
Setsuko     	89.541 
Serita      	89.541 
Serafina    	89.542 
September   	89.542 
Senaida     	89.543 
Sena        	89.543 
Seema       	89.544 
See         	89.544 
Season      	89.545 
Sau         	89.545 
Saturnina   	89.546 
Saran       	89.546 
Sarai       	89.547 
Sandie      	89.547 
Sandee      	89.548 
Sanda       	89.548 
Sana        	89.549 
Samella     	89.549 
Salley      	89.550 
Sage        	89.550 
Sadye       	89.551 
Sacha       	89.551 
Ryann       	89.552 
Ruthe       	89.552 
Ruthanne    	89.553 
Rutha       	89.553 
Rubi        	89.554 
Rozanne     	89.554 
Roxy        	89.555 
Rosy        	89.555 
Rossie      	89.556 
Rossana     	89.556 
Rosio       	89.557 
Rosette     	89.557 
Rosenda     	89.558 
Rosena      	89.558 
Roselle     	89.559 
Roseline    	89.559 
Roselia     	89.560 
Roselee     	89.560 
Rosamaria   	89.561 
Rolande     	89.561 
Rochel      	89.562 
Robena      	89.562 
Robbyn      	89.563 
Robbi       	89.563 
Rivka       	89.564 
Riva        	89.564 
Rima        	89.565 
Ricki       	89.565 
Ricarda     	89.566 
Ria         	89.566 
Rhona       	89.567 
Rheba       	89.567 
Reynalda    	89.568 
Ressie      	89.568 
Renna       	89.569 
Renda       	89.569 
Renay       	89.570 
Remona      	89.570 
Rema        	89.571 
Reita       	89.571 
Reginia     	89.572 
Regine      	89.572 
Refugia     	89.573 
Reena       	89.573 
Rebecka     	89.574 
Reanna      	89.574 
Reagan      	89.575 
Rea         	89.575 
Raymonde    	89.576 
Ranee       	89.576 
Raisa       	89.577 
Raguel      	89.577 
Raelene     	89.578 
Rachal      	89.578 
Quyen       	89.579 
Pura        	89.579 
Providencia 	89.580 
Priscila    	89.580 
Porsche     	89.581 
Pok         	89.581 
Ping        	89.582 
Phylicia    	89.582 
Phung       	89.583 
Phebe       	89.583 
Petronila   	89.584 
Pei         	89.584 
Peg         	89.585 
Pearly      	89.585 
Paz         	89.586 
Paulita     	89.586 
Paulene     	89.587 
Patria      	89.587 
Pasty       	89.588 
Parthenia   	89.588 
Pamula      	89.589 
Pamila      	89.589 
Palmira     	89.590 
Pa          	89.590 
Ozie        	89.591 
Ozell       	89.591 
Otelia      	89.592 
Oretha      	89.592 
Oralee      	89.593 
Onita       	89.593 
Onie        	89.594 
Olinda      	89.594 
Olimpia     	89.595 
Olevia      	89.595 
Olene       	89.596 
Odelia      	89.596 
Oda         	89.597 
Nubia       	89.597 
Nu          	89.598 
Noriko      	89.598 
Nohemi      	89.599 
Nobuko      	89.599 
Nisha       	89.600 
Niesha      	89.600 
Nida        	89.601 
Nicholle    	89.601 
Nguyet      	89.602 
Ngan        	89.602 
Nevada      	89.603 
Nery        	89.603 
Neomi       	89.604 
Nenita      	89.604 
Neida       	89.605 
Neely       	89.605 
Neda        	89.606 
Necole      	89.606 
Natisha     	89.607 
Natashia    	89.607 
Natalya     	89.608 
Natacha     	89.608 
Nancey      	89.609 
Nancee      	89.609 
Nam         	89.610 
Nakesha     	89.610 
Naida       	89.611 
Nadene      	89.611 
Na          	89.612 
Myrta       	89.612 
Myrl        	89.613 
Myesha      	89.613 
Muoi        	89.614 
Moriah      	89.614 
Mora        	89.615 
Moon        	89.615 
Monnie      	89.616 
Monet       	89.616 
Miyoko      	89.617 
Mitzie      	89.617 
Mitsuko     	89.618 
Mitsue      	89.618 
Mistie      	89.619 
Miss        	89.619 
Misha       	89.620 
Mirella     	89.620 
Minta       	89.621 
Ming        	89.621 
Minda       	89.622 
Milly       	89.622 
Milda       	89.623 
Miki        	89.623 
Mikaela     	89.624 
Mignon      	89.624 
Miesha      	89.625 
Michelina   	89.625 
Michaele    	89.626 
Micha       	89.626 
Mica        	89.627 
Mertie      	89.627 
Merrilee    	89.628 
Merrie      	89.628 
Merlyn      	89.629 
Merissa     	89.629 
Merideth    	89.630 
Mercedez    	89.630 
Mendy       	89.631 
Melodi      	89.631 
Melodee     	89.632 
Melita      	89.632 
Melida      	89.633 
Melia       	89.633 
Melda       	89.634 
Melania     	89.634 
Melani      	89.635 
Meda        	89.635 
Mayola      	89.636 
Maximina    	89.636 
Maxima      	89.637 
Maurita     	89.637 
Matha       	89.638 
Maryrose    	89.638 
Marylynn    	89.639 
Marylouise  	89.639 
Maryln      	89.640 
Maryland    	89.640 
Maryetta    	89.641 
Marybelle   	89.641 
Maryanna    	89.642 
Marx        	89.642 
Marvis      	89.643 
Marvella    	89.643 
Marth       	89.644 
Marquitta   	89.644 
Marline     	89.645 
Marketta    	89.645 
Marivel     	89.646 
Marisha     	89.646 
Maris       	89.647 
Marine      	89.647 
Marinda     	89.648 
Marin       	89.648 
Mariko      	89.649 
Mariette    	89.649 
Marielle    	89.650 
Mariella    	89.650 
Maricruz    	89.651 
Marica      	89.651 
Marianela   	89.652 
Marhta      	89.652 
Margy       	89.653 
Margrett    	89.653 
Margherita  	89.654 
Margert     	89.654 
Margene     	89.655 
Marg        	89.655 
Mardell     	89.656 
Marchelle   	89.656 
Marcene     	89.657 
Marcell     	89.657 
Marcelene   	89.658 
Maragret    	89.658 
Maragaret   	89.659 
Mao         	89.659 
Many        	89.660 
Manie       	89.660 
Mandie      	89.661 
Malvina     	89.661 
Malorie     	89.662 
Mallie      	89.662 
Malka       	89.663 
Malena      	89.663 
Makeda      	89.664 
Maisie      	89.664 
Maisha      	89.665 
Maire       	89.665 
Maile       	89.666 
Mahalia     	89.666 
Magali      	89.667 
Mafalda     	89.667 
Madelene    	89.668 
Madelaine   	89.668 
Maddie      	89.669 
Madalene    	89.669 
Mabelle     	89.670 
Lynna       	89.670 
Lynetta     	89.671 
Lyndia      	89.671 
Lurlene     	89.672 
Luetta      	89.672 
Ludivina    	89.673 
Lucilla     	89.673 
Luci        	89.674 
Luba        	89.674 
Luanna      	89.675 
Lovetta     	89.675 
Love        	89.676 
Lourie      	89.676 
Loura       	89.677 
Louetta     	89.677 
Lorrine     	89.678 
Lorriane    	89.678 
Lorita      	89.679 
Loris       	89.679 
Lorina      	89.680 
Lorilee     	89.680 
Loria       	89.681 
Lorette     	89.681 
Loreta      	89.682 
Lorean      	89.682 
Loralee     	89.683 
Londa       	89.683 
Loise       	89.684 
Lizzette    	89.684 
Lizeth      	89.685 
Lisandra    	89.685 
Lisabeth    	89.686 
Linn        	89.686 
Lindsy      	89.687 
Lilliana    	89.687 
Lilliam     	89.688 
Lillia      	89.688 
Lilli       	89.689 
Lieselotte  	89.689 
Libbie      	89.690 
Lianne      	89.690 
Letisha     	89.691 
Lesha       	89.691 
Leontine    	89.692 
Leonida     	89.692 
Leonia      	89.693 
Leoma       	89.693 
Lenita      	89.694 
Lelah       	89.694 
Lekisha     	89.695 
Leisha      	89.695 
Leigha      	89.696 
Leida       	89.696 
Leia        	89.697 
Leena       	89.697 
Lecia       	89.698 
Leanora     	89.698 
Lean        	89.699 
Layne       	89.699 
Lavonna     	89.700 
Lavone      	89.700 
Lavona      	89.701 
Lavette     	89.701 
Laveta      	89.702 
Lavenia     	89.702 
Lavelle     	89.703 
Lauryn      	89.703 
Laurinda    	89.704 
Laurena     	89.704 
Lauran      	89.705 
Lauralee    	89.705 
Latrisha    	89.706 
Latoyia     	89.706 
Latina      	89.707 
Latarsha    	89.707 
Lasonya     	89.708 
Lashon      	89.708 
Lashell     	89.709 
Lashay      	89.709 
Lashawnda   	89.710 
Lashawna    	89.710 
Lashaunda   	89.711 
Lashaun     	89.711 
Lashandra   	89.712 
Larraine    	89.712 
Larita      	89.713 
Laree       	89.713 
Laquanda    	89.714 
Lanora      	89.714 
Lannie      	89.715 
Lanie       	89.715 
Lang        	89.716 
Lanelle     	89.716 
Lamonica    	89.717 
Lala        	89.717 
Lakita      	89.718 
Lakiesha    	89.718 
Lakia       	89.719 
Lakenya     	89.719 
Lakendra    	89.720 
Lakeesha    	89.720 
Lajuana     	89.721 
Laine       	89.721 
Lahoma      	89.722 
Lael        	89.722 
Ladawn      	89.723 
Lacresha    	89.723 
Lachelle    	89.724 
Kyoko       	89.724 
Krystina    	89.725 
Krystin     	89.725 
Krysten     	89.726 
Kristle     	89.726 
Kristeen    	89.727 
Krissy      	89.727 
Krishna     	89.728 
Kortney     	89.728 
Klara       	89.729 
Kizzie      	89.729 
Kiyoko      	89.730 
Kittie      	89.730 
Kit         	89.731 
Kirstie     	89.731 
Kina        	89.732 
Kimi        	89.732 
Kimbra      	89.733 
Kiersten    	89.733 
Khalilah    	89.734 
Khadijah    	89.734 
Keva        	89.735 
Keturah     	89.735 
Kerstin     	89.736 
Keren       	89.736 
Kera        	89.737 
Kenia       	89.737 
Kendal      	89.738 
Kenda       	89.738 
Kemberly    	89.739 
Kelsi       	89.739 
Keitha      	89.740 
Keira       	89.740 
Keila       	89.741 
Keeley      	89.741 
Kaycee      	89.742 
Kayce       	89.742 
Kathrin     	89.743 
Kathline    	89.743 
Katherina   	89.744 
Katheleen   	89.744 
Katharyn    	89.745 
Katerine    	89.745 
Katelynn    	89.746 
Katelin     	89.746 
Kasi        	89.747 
Kasha       	89.747 
Kary        	89.748 
Karry       	89.748 
Karoline    	89.749 
Karole      	89.749 
Karlyn      	89.750 
Karly       	89.750 
Karisa      	89.751 
Karima      	89.751 
Karena      	89.752 
Kareen      	89.752 
Kanisha     	89.753 
Kanesha     	89.753 
Kandra      	89.754 
Kandis      	89.754 
Kamilah     	89.755 
Kamala      	89.755 
Kalyn       	89.756 
Kallie      	89.756 
Kaleigh     	89.757 
Kaila       	89.757 
Kai         	89.758 
Ka          	89.758 
Justa       	89.759 
Junko       	89.760 
Junie       	89.760 
Julietta    	89.761 
Julieann    	89.761 
Julene      	89.762 
Jule        	89.762 
Joya        	89.763 
Jovan       	89.763 
Josphine    	89.764 
Josefine    	89.764 
Jonie       	89.765 
Jong        	89.765 
Jone        	89.766 
Jolyn       	89.766 
Joline      	89.767 
Joie        	89.767 
Johnsie     	89.768 
Johnette    	89.768 
Johna       	89.769 
Johanne     	89.769 
Joette      	89.770 
Joaquina    	89.770 
Joannie     	89.771 
Joane       	89.771 
Jinny       	89.772 
Ji          	89.772 
Jetta       	89.773 
Jesusita    	89.773 
Jestine     	89.774 
Jessika     	89.774 
Jessia      	89.775 
Jerrica     	89.775 
Jerlene     	89.776 
Jerica      	89.776 
Jennine     	89.777 
Jennell     	89.777 
Jeneva      	89.778 
Jenee       	89.778 
Jene        	89.779 
Jenae       	89.779 
Jeffie      	89.780 
Jeannetta   	89.780 
Jeanmarie   	89.781 
Jeanice     	89.781 
Jeanett     	89.782 
Jeanelle    	89.782 
Jayna       	89.783 
Jaymie      	89.783 
Jaye        	89.784 
Jaquelyn    	89.784 
Janyce      	89.785 
January     	89.785 
Jannet      	89.786 
Janise      	89.786 
Janiece     	89.787 
Jani        	89.787 
Janella     	89.788 
Janee       	89.788 
Janean      	89.789 
Jamika      	89.789 
Jamee       	89.790 
Jama        	89.790 
Jalisa      	89.791 
Jaimee      	89.791 
Jacquie     	89.792 
Jacqui      	89.792 
Jacquetta   	89.793 
Jackqueline 	89.793 
Jackelyn    	89.794 
Jacinda     	89.794 
Jacelyn     	89.795 
Ja          	89.795 
Izola       	89.796 
Izetta      	89.796 
Ivey        	89.797 
Ivelisse    	89.797 
Isobel      	89.798 
Isadora     	89.798 
Iraida      	89.799 
Illa        	89.799 
Ileen       	89.800 
Hyo         	89.800 
Hwa         	89.801 
Hue         	89.801 
Hsiu        	89.802 
Hisako      	89.802 
Hien        	89.803 
Hiedi       	89.803 
Hertha      	89.804 
Herta       	89.804 
Hermila     	89.805 
Herma       	89.805 
Helaine     	89.806 
Heike       	89.806 
Heidy       	89.807 
Hassie      	89.807 
Hang        	89.808 
Han         	89.808 
Halley      	89.809 
Gwyneth     	89.809 
Grisel      	89.810 
Gricelda    	89.810 
Grazyna     	89.811 
Grayce      	89.811 
Golden      	89.812 
Glynis      	89.812 
Glayds      	89.813 
Giuseppina  	89.813 
Gita        	89.814 
Ginette     	89.814 
Gilma       	89.815 
Gilberte    	89.815 
Gidget      	89.816 
Gianna      	89.816 
Ghislaine   	89.817 
Gertude     	89.817 
Gertrudis   	89.818 
Georgianne  	89.818 
Georgiann   	89.819 
Georgeanna  	89.819 
Georgeann   	89.820 
Georgann    	89.820 
Genny       	89.821 
Genna       	89.821 
Genevive    	89.822 
Genevie     	89.822 
Genesis     	89.823 
Gema        	89.823 
Gaynelle    	89.824 
Galina      	89.824 
Gala        	89.825 
Frida       	89.825 
Fredricka   	89.826 
Fredda      	89.826 
Fransisca   	89.827 
Franchesca  	89.827 
Francene    	89.828 
Florrie     	89.828 
Floria      	89.829 
Fleta       	89.829 
Fidelia     	89.830 
Fidela      	89.830 
Fernande    	89.831 
Fermina     	89.831 
Felicidad   	89.832 
Faviola     	89.832 
Fatimah     	89.833 
Fairy       	89.833 
Ewa         	89.834 
Evita       	89.834 
Evia        	89.835 
Evelynn     	89.835 
Eustolia    	89.836 
Eusebia     	89.836 
Eura        	89.837 
Euna        	89.837 
Eulah       	89.838 
Eugena      	89.838 
Eufemia     	89.839 
Ettie       	89.839 
Etsuko      	89.840 
Etha        	89.840 
Estefana    	89.841 
Eryn        	89.841 
Enda        	89.842 
Emmaline    	89.842 
Emerita     	89.843 
Emerald     	89.843 
Emely       	89.844 
Emeline     	89.844 
Emelina     	89.845 
Elza        	89.845 
Elwanda     	89.846 
Elsy        	89.846 
Elli        	89.847 
Ellena      	89.847 
Ellan       	89.848 
Ellamae     	89.848 
Elizabet    	89.849 
Eliz        	89.849 
Elinore     	89.850 
Elina       	89.850 
Elin        	89.851 
Elidia      	89.851 
Elfrieda    	89.852 
Elfreda     	89.852 
Eleonore    	89.853 
Eleonora    	89.853 
Eleonor     	89.854 
Elenore     	89.854 
Elene       	89.855 
Elane       	89.855 
Eladia      	89.856 
Ela         	89.856 
Eilene      	89.857 
Ehtel       	89.857 
Edyth       	89.858 
Edris       	89.858 
Edra        	89.859 
Ebonie      	89.859 
Earlie      	89.860 
Dwana       	89.860 
Dusti       	89.861 
Dulcie      	89.861 
Dotty       	89.862 
Dorthey     	89.862 
Dorla       	89.863 
Doria       	89.863 
Doretta     	89.864 
Dorethea    	89.864 
Doreatha    	89.865 
Donnette    	89.865 
Donnetta    	89.866 
Donette     	89.866 
Donella     	89.867 
Domitila    	89.867 
Dominica    	89.868 
Dodie       	89.868 
Divina      	89.869 
Dinorah     	89.869 
Dierdre     	89.870 
Dia         	89.870 
Despina     	89.871 
Deonna      	89.871 
Denyse      	89.872 
Denisse     	89.872 
Denae       	89.873 
Delsie      	89.873 
Delorse     	89.874 
Deloras     	89.874 
Deloise     	89.875 
Delmy       	89.875 
Delila      	89.876 
Delcie      	89.876 
Delaine     	89.877 
Deja        	89.877 
Deetta      	89.878 
Deedra      	89.878 
Deedee      	89.879 
Deeanna     	89.879 
Dede        	89.880 
Debera      	89.880 
Deandrea    	89.881 
Deadra      	89.881 
Daysi       	89.882 
Darlena     	89.882 
Darcey      	89.883 
Darcel      	89.883 
Danyell     	89.884 
Danyel      	89.884 
Dann        	89.885 
Danille     	89.885 
Daniell     	89.886 
Dalene      	89.886 
Dakota      	89.887 
Daine       	89.887 
Daina       	89.888 
Dagny       	89.888 
Dacia       	89.889 
Cyrstal     	89.889 
Cyndy       	89.890 
Cuc         	89.890 
Crystle     	89.891 
Crysta      	89.891 
Cris        	89.892 
Creola      	89.892 
Corrinne    	89.893 
Corrin      	89.893 
Cordia      	89.894 
Coralie     	89.894 
Coralee     	89.895 
Contessa    	89.895 
Concha      	89.896 
Conception  	89.896 
Collene     	89.897 
Colene      	89.897 
Codi        	89.898 
Clorinda    	89.898 
Clora       	89.899 
Cleotilde   	89.899 
Clemencia   	89.900 
Clelia      	89.900 
Claudie     	89.901 
Classie     	89.901 
Clarisa     	89.902 
Claris      	89.902 
Clarinda    	89.903 
Claretta    	89.903 
Claretha    	89.904 
Cira        	89.904 
Cindie      	89.905 
Cinderella  	89.905 
Chu         	89.906 
Christinia  	89.906 
Christia    	89.907 
Ching       	89.907 
China       	89.908 
Chieko      	89.908 
Chia        	89.909 
Chery       	89.909 
Cherlyn     	89.910 
Cherilyn    	89.910 
Cherelle    	89.911 
Cheree      	89.911 
Chere       	89.912 
Cher        	89.912 
Chassidy    	89.913 
Chasidy     	89.913 
Charmain    	89.914 
Charlyn     	89.914 
Charlsie    	89.915 
Charlott    	89.915 
Charlesetta 	89.916 
Charlena    	89.916 
Charita     	89.917 
Charis      	89.917 
Chara       	89.918 
Chantay     	89.918 
Chanelle    	89.919 
Chanell     	89.919 
Chan        	89.920 
Chae        	89.920 
Ceola       	89.921 
Celsa       	89.921 
Celinda     	89.922 
Celesta     	89.922 
Cecille     	89.923 
Cayla       	89.923 
Catrice     	89.924 
Catheryn    	89.924 
Cathern     	89.925 
Catherina   	89.925 
Catherin    	89.926 
Cassy       	89.926 
Cassondra   	89.927 
Cassi       	89.927 
Cassey      	89.928 
Cassaundra  	89.928 
Casimira    	89.929 
Carylon     	89.929 
Carry       	89.930 
Caroyln     	89.930 
Caroll      	89.931 
Carolin     	89.931 
Carola      	89.932 
Carmina     	89.932 
Carmelia    	89.933 
Carlita     	89.933 
Carli       	89.934 
Carlena     	89.934 
Carlee      	89.935 
Carita      	89.935 
Candra      	89.936 
Cammy       	89.936 
Camila      	89.937 
Camie       	89.937 
Camellia    	89.938 
Calista     	89.938 
Calandra    	89.939 
Burma       	89.939 
Bunny       	89.940 
Bulah       	89.940 
Bula        	89.941 
Buena       	89.941 
Bryanna     	89.942 
Bruna       	89.942 
Brittny     	89.943 
Britteny    	89.943 
Brittanie   	89.944 
Brittaney   	89.944 
Britta      	89.945 
Breann      	89.945 
Breana      	89.946 
Brande      	89.946 
Bong        	89.947 
Bok         	89.947 
Bobette     	89.948 
Blossom     	89.948 
Blondell    	89.949 
Billi       	89.949 
Bibi        	89.950 
Beula       	89.950 
Bettyann    	89.951 
Bethanie    	89.951 
Bernardine  	89.952 
Bernardina  	89.952 
Bernarda    	89.953 
Berna       	89.953 
Bell        	89.954 
Belkis      	89.954 
Bee         	89.955 
Becki       	89.955 
Bebe        	89.956 
Beaulah     	89.956 
Beatris     	89.957 
Beata       	89.957 
Basilia     	89.958 
Barrie      	89.958 
Bari        	89.959 
Barabara    	89.959 
Bao         	89.960 
Azzie       	89.960 
Azalee      	89.961 
Ayako       	89.961 
Avril       	89.962 
Aurore      	89.962 
Audrie      	89.963 
Audria      	89.963 
Asley       	89.964 
Ashlea      	89.964 
Ashanti     	89.965 
Arnette     	89.965 
Armandina   	89.966 
Arlyne      	89.966 
Arlinda     	89.967 
Arletha     	89.967 
Arlean      	89.968 
Arica       	89.968 
Arianne     	89.969 
Argentina   	89.969 
Argelia     	89.970 
Ardelle     	89.970 
Ardelia     	89.971 
Ardath      	89.971 
Ara         	89.972 
Apolonia    	89.972 
Antonetta   	89.973 
Annita      	89.973 
Annika      	89.974 
Annelle     	89.974 
Annamaria   	89.975 
Anjelica    	89.975 
Anja        	89.976 
Anisha      	89.976 
Anisa       	89.977 
Angla       	89.977 
Angila      	89.978 
Angelyn     	89.978 
Andera      	89.979 
Anamaria    	89.979 
Analisa     	89.980 
An          	89.980 
Amira       	89.981 
Amiee       	89.981 
Amee        	89.982 
Amberly     	89.982 
Amal        	89.983 
Alysa       	89.983 
Alverta     	89.984 
